Store Type,City,Gender,Age,Age Group,Q1 Expenditure,Q2 Expenditure,Q3 Expenditure,Q4 Expenditure,Discount Used
Grocery,Lucknow,Male,32,Adult,4761.01,18834.71,16211.24,2246.25,No
Merchandise,Mumbai,Male,59,,15960.37,22033.79,16420.97,17120.2,Yes
Grocery,Jaipur,Male,22,Young Adult,803.46,962.62,20865.24,,No
Merchandise,Pune,Female,47,Middle Age,19295.44,,10329.63,16459.16,Yes
Grocery,Bangalore,Female,27,Adult,8302.81,22859.02,7651.57,11306.4,Yes
Merchandise,Hyderabad,Male,57,Senior,9077.07,22000.33,947.84,7817.7,Yes
Grocery,Hyderabad,Male,31,Adult,16674.05,18935.13,3512.79,7048.4,Yes
Grocery,Lucknow,Male,38,Middle Age,14144.7,19464.93,7848.74,13179.53,No
Merchandise,Kolkata,Female,18,Young Adult,5777.4,18164.89,19196.52,9558.61,No
Merchandise,Bangalore,Female,35,Adult,3028.87,24689.32,2246.15,15650.63,No
Grocery,Hyderabad,Male,18,Young Adult,1995.68,,14400.28,16518.73,Yes
Grocery,Mumbai,Male,18,Young Adult,5316.32,10599.95,11980.95,12387.79,No
Grocery,Lucknow,Male,34,Adult,7399.25,14058.52,2405.89,8625.33,Yes
Grocery,Bangalore,Female,28,Adult,4691.92,19486.8,8923.37,,No
Merchandise,Jaipur,Female,52,Senior,16695.28,16373.05,14384.66,16470.24,Yes
Grocery,Indore,Male,64,Senior,13013.14,11620.54,19270.79,15301.85,Yes
Grocery,Indore,Female,38,Middle Age,3525.78,10737.08,18722.0,10314.82,Yes
Grocery,Kolkata,Female,49,Middle Age,5403.07,2343.6,545.72,9913.7,No
Grocery,Kolkata,Female,57,Senior,10470.9,20877.24,11449.83,7691.71,No
Grocery,Bangalore,Male,-1,Teen,2549.83,7181.46,7386.46,11358.6,No
Merchandise,Hyderabad,Male,60,Senior,18359.42,23092.95,-958.17,11138.09,Yes
Grocery,Bangalore,Female,-1,Teen,1178.62,23737.85,10835.57,6416.38,No
Grocery,Bangalore,Male,33,Adult,9049.51,8013.06,6400.99,6947.14,Yes
Merchandise,Pune,Male,51,Senior,1992.42,12482.55,6083.87,3983.23,No
,Indore,Female,17,Teen,11167.1,11360.81,11261.32,13417.92,No
Grocery,Mumbai,Male,28,Adult,6749.72,3458.67,15309.07,-13739.03,Yes
Grocery,Jaipur,Male,63,Senior,-3368.27,11021.21,15302.46,,No
Grocery,Bangalore,Male,54,Senior,5592.07,23031.89,-2741.6,10888.78,No
Grocery,Delhi,Male,45,Middle Age,12135.26,3007.18,3518.07,6146.85,Yes
Grocery,Delhi,Male,42,Middle Age,3576.41,4952.35,13089.99,12405.16,Yes
Merchandise,Chennai,Male,49,Middle Age,-821.55,8334.23,12884.31,857.62,No
Merchandise,Chennai,Female,50,Middle Age,5269.73,5253.06,19202.72,2633.72,No
Grocery,Lucknow,Female,26,Adult,5634.61,2374.73,13877.32,11291.57,No
Grocery,Delhi,Female,32,Adult,2992.5,20407.03,15459.35,8543.68,Yes
Merchandise,Mumbai,Female,24,Young Adult,2960.36,-21154.62,15879.74,9810.86,Yes
Grocery,Bangalore,Male,34,Adult,10825.12,12627.91,5893.37,,No
Merchandise,Chennai,Female,20,Young Adult,4320.6,5954.72,17807.7,7225.36,Yes
Grocery,Kolkata,Male,64,Senior,6892.62,13540.3,,6177.81,Yes
Grocery,Hyderabad,Female,35,Adult,8360.53,2397.7,17364.0,15578.08,No
Grocery,Delhi,Female,41,Middle Age,16673.77,6329.14,1924.39,10901.93,Yes
Merchandise,Kolkata,,42,Middle Age,6326.81,8186.94,15899.19,11142.19,No
Merchandise,Chennai,Male,47,Middle Age,18396.71,4817.27,18185.27,3944.35,Yes
Grocery,Pune,Female,32,Adult,12022.42,10790.17,1645.37,4893.97,Yes
Merchandise,Kolkata,Female,15,Teen,2673.91,18966.62,,7911.85,Yes
Grocery,Bangalore,Male,47,Middle Age,3367.59,,18912.9,15786.88,No
Grocery,Chennai,Female,45,Middle Age,9295.44,22431.91,2894.53,16795.47,Yes
Grocery,Lucknow,Female,-1,Teen,,5046.35,10238.36,5319.95,No
Merchandise,Kolkata,Female,44,Middle Age,3495.58,18886.69,18568.04,9448.81,Yes
Grocery,Indore,Female,150,Senior,6369.88,19843.02,20225.66,6365.29,No
Merchandise,Jaipur,Female,35,Adult,7901.26,5960.74,17571.01,16859.5,No
Grocery,Mumbai,Female,-1,Teen,10113.42,16961.93,,14721.68,No
Grocery,Bangalore,Male,54,Senior,16931.58,21912.45,12721.84,10079.82,Yes
Merchandise,Delhi,Female,-1,Teen,14712.26,22538.53,8564.03,2705.04,No
Merchandise,Delhi,,22,Young Adult,3644.08,21734.09,14449.2,8517.44,Yes
Merchandise,Mumbai,Female,31,Adult,12803.74,5775.72,21298.3,2324.46,Yes
Grocery,Kolkata,Male,34,Adult,5768.86,16672.52,21290.4,16798.4,No
Grocery,Bangalore,Female,23,Young Adult,17784.04,13647.53,4090.21,12193.24,Yes
Grocery,Chennai,Female,56,Senior,11014.87,17349.28,6454.28,8341.75,Yes
Grocery,Delhi,Male,54,Senior,4591.17,8151.04,-7620.37,5224.51,No
Grocery,Bangalore,Male,56,Senior,-7483.68,6475.97,18557.89,7236.45,No
Merchandise,Pune,Male,150,Senior,10609.14,,6947.0,1419.73,No
Grocery,Delhi,Female,29,Adult,15178.78,17233.61,5056.04,10746.6,Yes
Merchandise,Mumbai,,38,Middle Age,19292.89,12950.3,1309.94,13195.83,Yes
Merchandise,Hyderabad,Male,31,Adult,13940.53,10533.35,17048.9,13167.19,Yes
Grocery,Chennai,Male,40,,14741.63,16267.49,4904.94,15757.79,Yes
Grocery,Bangalore,Female,36,Middle Age,2488.92,24526.04,-21160.53,-16997.75,Yes
Merchandise,Hyderabad,Male,20,Young Adult,4946.95,12007.99,13994.72,10268.49,Yes
Merchandise,Jaipur,Female,23,Young Adult,14300.1,4001.76,21447.53,3094.98,Yes
Merchandise,Indore,,17,Teen,5372.26,16349.44,10270.02,10576.88,No
Merchandise,Bangalore,Male,18,Young Adult,11153.16,11287.62,18407.83,6029.74,Yes
Merchandise,Delhi,Male,49,Middle Age,7364.72,24792.73,12476.31,8282.52,No
Merchandise,Mumbai,Male,37,Middle Age,13182.92,11371.7,-10949.62,17354.3,Yes
Grocery,Pune,Male,48,Middle Age,5911.66,20457.19,14065.31,5414.33,Yes
Merchandise,Chennai,Male,60,Senior,12724.08,8566.98,17140.19,10048.52,Yes
Merchandise,Jaipur,Male,20,Young Adult,5923.54,7439.92,10171.71,5013.9,No
Merchandise,Kolkata,Female,16,Teen,13472.13,19263.7,16738.82,5154.65,No
Merchandise,Bangalore,Female,31,Adult,9637.77,14736.03,14262.63,14208.95,No
Merchandise,Jaipur,,20,Young Adult,-8037.28,6152.37,14245.58,17257.61,No
Merchandise,Chennai,Female,55,Senior,12130.01,3576.44,928.21,9686.65,No
Grocery,Mumbai,Female,16,Teen,2399.15,1820.0,3805.49,14400.52,No
Merchandise,Delhi,Male,63,Senior,7115.89,20515.65,20540.53,7796.49,No
Merchandise,Delhi,Female,59,Senior,19354.82,1463.35,8392.49,3889.08,No
Merchandise,Kolkata,Male,15,Teen,6070.43,8880.13,6659.46,9862.96,Yes
Merchandise,Hyderabad,Female,27,Adult,4132.5,11227.89,5143.6,2848.28,Yes
Grocery,Indore,Female,28,Adult,7266.72,7932.25,8350.54,9823.33,No
,Bangalore,Female,29,Adult,7071.99,7555.03,3238.75,12327.5,No
Merchandise,Kolkata,Female,41,Middle Age,5957.86,20018.44,14873.75,12158.02,Yes
Merchandise,Kolkata,Male,31,Adult,19767.24,18332.47,1892.8,11556.13,No
Grocery,Mumbai,Male,52,Senior,14769.08,7812.57,15255.57,4487.66,Yes
Merchandise,Hyderabad,Female,15,Teen,17842.43,652.57,16448.65,7264.02,Yes
Merchandise,Bangalore,Female,41,Middle Age,10808.93,,2160.11,2963.89,No
Grocery,Bangalore,Male,37,Middle Age,,18074.94,3833.96,9212.68,Yes
Grocery,Bangalore,Male,50,Middle Age,9624.91,7690.88,4401.85,12943.82,No
Grocery,Delhi,Male,41,Middle Age,10034.13,7126.33,8839.65,13090.49,No
Merchandise,Chennai,Female,64,Senior,10335.07,15025.79,1772.51,16318.98,No
Grocery,Lucknow,Male,54,Senior,2925.3,14922.39,1926.64,15243.5,No
Merchandise,Indore,Female,32,Adult,17262.88,,3784.56,5625.67,No
Grocery,Mumbai,Male,29,Adult,3298.56,18585.64,18166.03,5982.19,No
Grocery,Kolkata,Male,26,Adult,,5521.16,16037.22,14095.25,Yes
Merchandise,Pune,Male,57,Senior,12165.9,12888.43,6906.04,1528.51,No
Grocery,Delhi,Female,44,Middle Age,15974.58,11028.78,13446.99,1545.07,Yes
Merchandise,Mumbai,Male,29,Adult,5307.98,-22115.1,19892.57,4794.57,No
Merchandise,Jaipur,Female,35,Adult,11753.73,,17291.09,7133.27,Yes
Merchandise,Hyderabad,Female,43,Middle Age,,1453.54,16979.26,6964.36,Yes
Merchandise,,Female,58,Senior,14942.02,6567.68,3955.11,7726.12,Yes
Grocery,Lucknow,Female,63,Senior,14053.45,3444.97,9332.55,6870.5,Yes
Merchandise,Hyderabad,Male,22,Young Adult,15367.55,11981.87,21325.28,16673.61,Yes
Merchandise,Lucknow,Male,44,Middle Age,1954.35,2841.71,14244.32,3630.57,Yes
Merchandise,Bangalore,Female,150,Senior,12298.25,16083.7,9701.92,2711.84,No
Merchandise,Hyderabad,Female,64,Senior,11260.92,4340.07,6369.36,11857.11,Yes
Grocery,Indore,Male,23,Young Adult,19430.45,22151.57,2867.34,12782.79,Yes
Merchandise,Chennai,Male,44,Middle Age,15540.48,2340.32,8350.1,4677.11,No
Grocery,Kolkata,Female,22,Young Adult,18479.4,17792.71,10319.59,8059.53,Yes
Grocery,Delhi,Female,22,Young Adult,3101.65,18445.55,,,No
Merchandise,Chennai,Male,39,Middle Age,,23798.89,13031.72,925.83,No
Merchandise,Hyderabad,Female,52,Senior,,,9890.17,9759.19,Yes
Merchandise,Hyderabad,Female,21,Young Adult,13110.38,23688.92,3571.01,13721.28,Yes
Merchandise,Jaipur,Male,64,,15564.57,22943.51,18028.07,7050.66,No
Grocery,Delhi,Male,59,Senior,,3297.34,8430.34,16723.82,Yes
Grocery,Lucknow,Female,26,Adult,4039.5,16989.06,18383.8,1382.03,No
Merchandise,Hyderabad,Male,34,Adult,3360.82,1720.39,15646.84,6707.95,Yes
Grocery,Indore,Male,32,Adult,15593.07,23155.11,4018.31,6425.55,Yes
Merchandise,Mumbai,Male,40,Middle Age,4894.95,12450.33,20157.89,5569.88,Yes
Merchandise,Mumbai,,33,Adult,5228.23,24860.71,8359.42,14074.91,No
Grocery,Jaipur,Female,62,Senior,19652.46,9546.87,17972.79,8058.27,Yes
Merchandise,Mumbai,Male,42,Middle Age,-9879.58,7602.88,7993.69,9307.59,No
Grocery,Lucknow,Male,48,Middle Age,8795.09,5838.03,14842.81,17765.43,Yes
Merchandise,Lucknow,Female,32,Adult,13089.95,20974.27,-21690.82,8911.61,Yes
Grocery,Bangalore,Male,52,Senior,17282.54,10639.61,7804.57,10144.32,No
Merchandise,Delhi,Female,61,Senior,8655.87,11967.39,12216.37,10560.03,No
Grocery,Lucknow,Female,26,Adult,14630.98,19216.06,8236.79,16215.83,No
Grocery,Pune,Male,50,Middle Age,,6221.68,,3289.52,Yes
Grocery,Indore,Male,19,Young Adult,16071.38,17765.07,1921.34,9340.02,Yes
Grocery,Indore,Female,24,Young Adult,8647.83,23282.16,3924.55,10162.17,No
Merchandise,,Male,46,Middle Age,15674.29,12461.03,17534.46,7752.74,Yes
Grocery,Indore,Female,42,Middle Age,16649.03,5669.48,20374.35,3532.08,No
Grocery,Delhi,Female,31,Adult,7224.47,13257.28,1127.63,3358.6,Yes
Merchandise,Kolkata,Male,21,Young Adult,,1225.23,9912.87,4005.0,Yes
Grocery,Indore,Female,38,Middle Age,15875.41,5968.15,7608.87,11746.36,Yes
Grocery,Jaipur,Female,28,Adult,,8254.24,17822.79,2878.08,Yes
Grocery,Chennai,,52,Senior,-13798.82,11585.86,21008.82,3096.62,Yes
Merchandise,Jaipur,Male,54,Senior,11387.32,16301.42,14030.11,11324.22,No
Grocery,Indore,Female,41,Middle Age,2770.5,3886.68,8827.89,-1045.95,Yes
Grocery,Chennai,Female,-1,Teen,645.34,24001.06,14836.1,12184.34,Yes
Grocery,Jaipur,Female,30,Adult,7388.69,20117.8,,,No
Merchandise,Lucknow,Female,46,Middle Age,6812.26,3035.47,12704.28,6402.08,Yes
Merchandise,Lucknow,Male,150,,5311.6,-8552.82,17378.98,5664.37,No
Grocery,Chennai,Female,48,Middle Age,15809.34,19163.13,5323.05,1249.37,Yes
Merchandise,Kolkata,Male,28,Adult,1473.21,20804.65,519.55,6851.0,No
Merchandise,Indore,Female,-1,Teen,16941.97,4373.01,2545.27,11940.38,No
Merchandise,Chennai,Male,43,Middle Age,3901.36,18586.78,7642.48,7830.06,Yes
Grocery,Kolkata,Male,31,Adult,4353.81,23933.8,6922.25,11718.19,Yes
,Delhi,Male,64,Senior,,1215.52,10426.49,9110.5,Yes
Merchandise,Delhi,Male,51,Senior,10806.56,4274.48,8339.39,15624.79,No
Grocery,Delhi,Female,28,Adult,8548.54,16425.32,19315.16,1310.18,Yes
Grocery,Kolkata,Female,25,Young Adult,2797.98,3775.42,19966.67,17094.45,No
Grocery,Jaipur,Male,62,Senior,-12560.84,9031.6,11543.98,9423.11,No
Merchandise,Kolkata,Male,16,Teen,17254.25,2080.96,10128.47,14449.89,No
Grocery,Jaipur,Female,49,,,11009.12,18262.64,7299.16,Yes
Grocery,Bangalore,Female,47,Middle Age,4872.22,23248.79,,,Yes
Merchandise,Indore,Female,23,Young Adult,7270.82,9975.91,6222.69,10808.05,No
Grocery,Hyderabad,Female,42,Middle Age,12775.84,22837.23,6662.97,,Yes
Merchandise,Hyderabad,Female,62,Senior,4866.61,10613.5,,2751.07,No
Grocery,Mumbai,Male,18,Young Adult,5156.88,20670.44,6196.92,5513.35,Yes
Merchandise,Delhi,Female,33,Adult,3215.54,8125.39,15530.75,,Yes
Merchandise,Jaipur,Female,42,Middle Age,13360.68,20395.39,20644.37,,No
Merchandise,Kolkata,Male,33,Adult,19115.6,18739.4,2640.75,1368.26,No
Merchandise,Indore,Male,42,Middle Age,3959.0,10680.03,7871.69,10211.5,Yes
Merchandise,Indore,Male,23,Young Adult,11640.88,21918.17,5248.85,16722.87,No
Grocery,Indore,Male,44,Middle Age,5336.9,-5578.06,5469.8,13608.06,Yes
Merchandise,Indore,Male,41,Middle Age,2531.53,18609.92,7804.96,15072.25,No
Merchandise,Mumbai,Male,43,Middle Age,10045.94,6653.59,12455.54,3363.0,No
Merchandise,Jaipur,Male,58,Senior,14728.73,1400.77,683.12,2382.25,No
Merchandise,Mumbai,Female,36,Middle Age,5458.35,13564.09,14722.4,7444.15,Yes
Merchandise,Bangalore,Male,17,Teen,4924.59,18555.0,4519.51,6689.18,No
Merchandise,Hyderabad,Male,34,Adult,13153.33,3903.85,19506.28,10349.86,No
Grocery,Jaipur,Female,21,Young Adult,18463.08,790.05,10330.56,7791.98,Yes
Merchandise,Chennai,Female,49,Middle Age,-2884.65,17383.68,6183.61,10489.53,No
Grocery,Bangalore,Female,31,Adult,1520.33,12178.0,14993.28,4056.01,No
Grocery,Chennai,Male,33,Adult,17246.76,10869.21,10883.94,17130.58,No
Merchandise,Bangalore,Male,23,Young Adult,-866.82,2385.21,11985.43,4274.41,Yes
Grocery,Hyderabad,Female,20,Young Adult,2810.49,13307.3,15829.48,2310.08,No
Merchandise,Indore,Female,47,,16088.81,10721.08,12637.72,8085.79,No
Merchandise,Chennai,Male,16,Teen,12478.7,9239.92,5276.65,9371.26,No
Grocery,Jaipur,Male,63,Senior,16456.86,18862.97,12954.45,2257.19,Yes
,Pune,Female,48,Middle Age,3174.57,21692.7,5581.81,3958.48,Yes
Grocery,Indore,Female,44,Middle Age,8564.3,3678.48,15818.29,11658.55,Yes
Merchandise,Kolkata,Male,44,Middle Age,9949.01,17816.51,19714.39,12002.84,Yes
Grocery,Hyderabad,Male,37,Middle Age,,21888.32,18343.02,10739.21,No
Grocery,Jaipur,Female,48,Middle Age,15217.02,,8147.67,16144.44,Yes
Grocery,Lucknow,Female,48,Middle Age,11487.61,20395.65,970.86,11649.17,No
Merchandise,Lucknow,Female,36,Middle Age,15744.14,4135.67,-8707.99,11534.06,Yes
Grocery,Indore,Female,44,Middle Age,3281.75,23167.59,-678.9,9346.79,No
Grocery,Lucknow,Female,55,Senior,14505.4,19418.69,,12068.18,Yes
Merchandise,Lucknow,Male,35,Adult,19593.56,9471.8,1025.15,3628.41,No
Grocery,Jaipur,Male,51,Senior,16172.94,1860.07,9019.33,1690.17,No
Grocery,Jaipur,Female,46,Middle Age,2678.28,5292.35,2313.2,12902.0,No
Grocery,Jaipur,Female,21,Young Adult,14821.11,20210.46,8741.41,8911.8,No
Merchandise,Lucknow,Male,37,Middle Age,15247.47,18722.43,14616.89,9634.2,Yes
Merchandise,,Male,64,Senior,14132.21,13181.82,18243.1,14953.05,Yes
,Chennai,Male,52,Senior,8815.83,13685.76,15089.79,17042.98,Yes
Merchandise,Kolkata,Male,38,Middle Age,10681.12,22415.73,15036.24,10640.66,No
Merchandise,Kolkata,Female,16,Teen,12944.63,23210.11,6083.68,,Yes
Grocery,Bangalore,Male,150,Senior,1501.7,,7393.01,9616.12,No
Grocery,Indore,Female,38,Middle Age,18241.27,9368.1,11710.03,9372.75,No
Grocery,Bangalore,Female,43,Middle Age,15127.48,23147.39,14209.78,3279.44,No
Merchandise,Chennai,Male,49,Middle Age,16847.34,14923.6,8933.54,17619.54,Yes
Merchandise,Chennai,Male,28,Adult,16384.49,18964.74,937.32,11905.68,No
Grocery,Bangalore,Female,17,Teen,12053.78,7216.82,3342.02,2678.86,No
Merchandise,Kolkata,Female,38,Middle Age,3186.49,12586.63,20343.66,,No
Grocery,Delhi,Male,49,Middle Age,18593.98,24446.54,8650.64,6532.82,No
Grocery,Delhi,Female,41,Middle Age,4758.98,24259.58,5440.75,,Yes
Grocery,Jaipur,Female,41,Middle Age,8378.07,19191.27,21445.77,8490.77,No
Merchandise,Mumbai,Male,46,Middle Age,9870.98,17796.81,8471.55,14062.93,No
Merchandise,Bangalore,Male,20,Young Adult,5953.68,1769.69,9938.93,17570.95,No
Grocery,Kolkata,Male,58,Senior,16475.09,1873.62,9174.21,9946.66,No
Merchandise,Kolkata,Female,24,Young Adult,2662.02,20003.17,6114.12,15284.98,No
Merchandise,Hyderabad,Female,28,Adult,13677.69,17511.98,2399.68,7425.88,Yes
Grocery,Chennai,Male,32,Adult,12106.88,12445.07,18795.39,5403.84,No
Merchandise,Pune,Male,53,Senior,15031.12,3317.06,4940.72,4970.99,No
Merchandise,Hyderabad,Female,-1,Teen,-15206.48,21788.59,5689.92,13222.11,No
Grocery,,Male,40,Middle Age,7953.18,5629.28,6019.31,10922.56,No
Merchandise,Jaipur,Female,63,Senior,3434.38,3477.8,12635.4,2421.39,Yes
Merchandise,Hyderabad,Female,50,Middle Age,548.88,24090.06,16728.56,11916.15,Yes
Merchandise,Bangalore,Male,42,Middle Age,,19675.83,4615.43,9245.29,No
Merchandise,Mumbai,Female,17,Teen,,12746.71,13838.06,15749.17,Yes
Grocery,Lucknow,Male,46,Middle Age,,10352.61,14981.32,15778.26,Yes
Grocery,Kolkata,Male,62,Senior,,2994.18,10233.95,13841.91,No
Grocery,Mumbai,Female,37,Middle Age,4435.13,9557.9,7394.76,2205.98,Yes
Grocery,Pune,Female,35,Adult,2800.91,24829.3,19379.65,3088.39,Yes
Grocery,Kolkata,,27,,15122.48,14021.2,2121.31,7937.51,No
Grocery,Bangalore,Female,30,Adult,12309.04,21674.49,6921.66,14278.17,Yes
Grocery,Lucknow,Female,34,,5222.29,5572.98,12430.45,5007.06,Yes
Grocery,Jaipur,Male,39,Middle Age,13302.51,14929.42,4872.9,3349.3,No
Merchandise,Lucknow,Female,25,Young Adult,,12944.62,15506.23,-4910.15,No
Merchandise,Hyderabad,Male,51,Senior,13693.67,15237.12,17785.17,16197.92,Yes
Grocery,Hyderabad,Female,39,Middle Age,12368.8,15093.61,-13259.79,7021.28,Yes
Grocery,Chennai,Male,45,Middle Age,4734.46,8668.75,12244.46,3056.49,Yes
Grocery,Jaipur,Female,17,Teen,14957.79,4320.23,16616.3,,No
Merchandise,Hyderabad,Female,25,Young Adult,12382.84,1596.53,9642.35,6961.09,No
Merchandise,Mumbai,Female,150,Senior,4951.03,16650.98,20575.62,,No
Grocery,Pune,Female,42,Middle Age,-5570.99,24162.82,11157.41,7238.01,No
Grocery,Bangalore,Male,25,Young Adult,16539.49,15033.62,7917.94,7707.74,Yes
Grocery,Delhi,Female,56,Senior,4422.36,15110.12,9301.32,651.33,No
Merchandise,Kolkata,Male,51,Senior,1452.49,14917.94,4136.63,1653.63,Yes
Merchandise,Kolkata,Female,59,Senior,9925.42,10837.33,17236.12,10175.03,Yes
Merchandise,Indore,Male,35,Adult,5835.24,20081.69,13768.5,,Yes
Grocery,Delhi,Female,19,Young Adult,8909.89,18860.41,,4732.25,Yes
Grocery,Indore,Female,50,Middle Age,7748.99,10199.6,,2046.55,No
Grocery,Indore,Male,23,,9994.07,8260.71,6283.61,15351.61,No
Grocery,Lucknow,Female,51,Senior,,2930.96,1803.03,11388.81,Yes
Grocery,Pune,Female,38,Middle Age,9500.3,1884.11,4473.58,10343.62,No
Merchandise,Pune,Female,45,Middle Age,16905.79,23741.42,2684.91,11530.63,No
Grocery,Jaipur,Female,24,Young Adult,1073.06,18696.89,2234.3,13725.63,No
Merchandise,Indore,Male,50,Middle Age,13144.14,3894.79,18940.59,3757.28,No
Merchandise,Indore,Male,43,Middle Age,9187.96,3550.0,19016.18,14674.93,Yes
Merchandise,Delhi,Male,21,Young Adult,-13381.4,10799.41,20133.3,17122.2,No
,Jaipur,Male,40,,19239.11,24818.93,21125.41,,Yes
Merchandise,Chennai,Male,24,Young Adult,9044.92,24165.96,9325.57,14921.79,Yes
Grocery,Jaipur,Female,18,Young Adult,3889.02,4167.56,915.96,-12895.34,Yes
Grocery,Delhi,Female,20,Young Adult,7227.0,22943.04,12430.98,7393.18,No
Grocery,Jaipur,Female,49,Middle Age,2210.27,1708.35,16982.87,12447.07,Yes
Merchandise,Chennai,Female,45,Middle Age,2921.0,20605.4,14917.82,14274.38,No
Merchandise,Bangalore,Female,23,Young Adult,15657.03,4297.78,10216.93,12221.01,No
Grocery,Bangalore,Male,32,Adult,13143.72,15916.48,13507.22,3310.3,Yes
Merchandise,Lucknow,Female,45,Middle Age,2215.38,,19192.85,17001.37,No
Grocery,Hyderabad,Female,35,Adult,4620.29,11730.25,19528.78,7067.54,Yes
Merchandise,Lucknow,Female,57,Senior,7941.83,13007.12,538.15,17666.84,No
Merchandise,Jaipur,Female,46,Middle Age,12098.3,5264.05,-19431.13,17817.49,No
Merchandise,Kolkata,Male,23,Young Adult,14790.15,24488.44,18382.79,13160.44,Yes
Merchandise,Mumbai,Female,46,Middle Age,14160.23,20916.21,12036.39,8378.54,Yes
Grocery,Hyderabad,Female,50,Middle Age,17046.31,2974.74,12585.92,12328.74,Yes
Grocery,Chennai,Male,20,Young Adult,15595.8,12297.82,13488.36,5347.7,Yes
Grocery,Kolkata,Female,23,Young Adult,19392.18,8374.92,5547.87,2539.97,Yes
Merchandise,Delhi,Female,52,Senior,6057.86,9845.39,19549.73,7875.24,Yes
Grocery,Indore,Male,64,Senior,4899.92,15587.63,13617.29,12890.6,Yes
Merchandise,Chennai,,27,Adult,10585.02,10467.98,7483.07,5059.88,No
Grocery,Pune,Male,58,Senior,7233.64,4079.62,,1600.99,No
Merchandise,Bangalore,,48,Middle Age,16275.21,5946.23,517.17,15375.22,Yes
Grocery,Mumbai,Male,36,Middle Age,13667.3,21850.82,10283.65,17550.76,Yes
Merchandise,Pune,Female,22,Young Adult,,9581.82,7917.86,4188.28,No
Merchandise,Jaipur,Male,48,Middle Age,-11832.83,4214.16,10945.47,14192.55,No
Merchandise,Delhi,Male,17,Teen,2965.91,8115.0,11940.92,12524.88,No
Grocery,Kolkata,Male,38,Middle Age,5366.74,,20433.52,,No
Grocery,Jaipur,Female,48,Middle Age,17256.8,10981.54,,1071.24,Yes
Merchandise,Chennai,Male,37,Middle Age,9126.51,,9121.22,9006.66,No
Merchandise,Delhi,Male,18,Young Adult,3859.52,4335.48,8666.57,9237.24,Yes
Merchandise,Delhi,Female,54,Senior,10582.04,7527.49,9816.1,737.66,Yes
Grocery,Jaipur,Female,29,Adult,2481.86,6768.25,8974.24,11512.04,Yes
Grocery,Mumbai,Female,45,Middle Age,,20423.31,11986.35,9161.12,Yes
Grocery,Chennai,Male,40,Middle Age,3349.02,7622.07,12538.59,12912.55,No
Grocery,Bangalore,Female,27,Adult,10451.25,23150.79,6878.77,669.75,No
Merchandise,Mumbai,Male,56,Senior,13816.15,23986.13,7536.0,14405.51,No
Grocery,Chennai,Male,22,Young Adult,16623.46,22649.81,4330.87,4615.81,Yes
Grocery,Kolkata,Female,60,Senior,7782.12,,20096.47,14034.16,No
Merchandise,Bangalore,Female,28,Adult,8502.83,7233.18,,,Yes
Grocery,Pune,Female,28,Adult,19913.26,18494.52,8728.41,13233.84,No
Grocery,Kolkata,Female,58,Senior,18005.86,16268.02,20741.84,16619.4,Yes
,Delhi,Male,26,Adult,4533.65,17190.29,,10403.75,Yes
Merchandise,Lucknow,Male,48,Middle Age,1197.94,-5153.75,15659.73,15099.61,No
Merchandise,Chennai,Female,36,Middle Age,18063.64,1289.31,4596.36,14202.79,Yes
Merchandise,Delhi,Male,19,Young Adult,8551.31,24790.39,12043.78,7548.38,Yes
Grocery,Mumbai,Female,53,Senior,18341.92,16302.57,16695.07,3893.78,Yes
Grocery,Lucknow,Female,-1,Teen,4452.91,6499.57,5210.26,12990.6,Yes
Merchandise,Bangalore,Female,62,Senior,5064.43,7073.58,-1119.48,2552.01,No
Grocery,Hyderabad,Male,25,Young Adult,14316.2,617.24,2612.51,5050.4,Yes
Grocery,Delhi,Female,41,Middle Age,,13729.33,18010.61,1191.75,No
Grocery,Mumbai,Female,46,Middle Age,9998.69,24276.23,10820.88,10101.08,Yes
Merchandise,Mumbai,Female,38,Middle Age,16433.79,17589.79,1458.96,9821.0,Yes
Grocery,Jaipur,Female,38,Middle Age,,5752.18,8454.63,13975.06,Yes
Merchandise,Mumbai,Female,30,Adult,6766.24,7086.37,16778.97,15693.53,Yes
Grocery,Jaipur,Female,40,Middle Age,8416.32,18510.78,12804.19,2620.13,No
Grocery,Pune,Male,28,Adult,,22599.46,9326.75,6382.26,Yes
Grocery,Mumbai,Male,38,Middle Age,18629.04,4361.25,3713.49,1244.53,Yes
Grocery,Mumbai,Female,45,Middle Age,10424.5,22232.16,3963.73,7011.83,Yes
Grocery,Lucknow,Male,41,Middle Age,2837.41,5239.96,21476.84,631.27,No
Merchandise,Lucknow,,42,Middle Age,7924.25,3045.13,18084.43,8064.93,No
Merchandise,Chennai,Female,21,Young Adult,5203.85,3832.24,21538.64,3557.17,Yes
Merchandise,Kolkata,Female,51,Senior,14505.73,,20129.62,5995.03,Yes
Grocery,Lucknow,Male,31,Adult,,6844.81,11704.05,5109.99,No
Merchandise,Pune,Male,61,Senior,19880.51,20949.7,4535.45,3185.89,No
Grocery,Jaipur,Female,28,Adult,15021.68,6376.38,21194.68,10687.56,No
Merchandise,Hyderabad,Male,39,Middle Age,3155.04,1816.96,14186.74,11035.72,No
Grocery,Bangalore,Male,52,Senior,17629.01,7434.46,21566.6,10682.2,Yes
Merchandise,Pune,Male,28,Adult,2401.46,17976.99,10428.85,7865.24,No
